EXTRACT of an LXCat export (not a verbatim upstream file).
Upstream file : https://raw.githubusercontent.com/lanl/ThunderBoltz/bdd3013da1954440ed68eec30611d6dad479b6b3/lxcat/assortment.txt
  (same bytes served by https://raw.githubusercontent.com/lanl/ThunderBoltz/main/lxcat/assortment.txt on 2026-09-02T15:35:58Z)
Upstream sha256: 7019dd0bdffe85c782684bddbc8433babd5e0a567166a05e3e1a6713006d1698  (1967511 bytes, CRLF)
Retrieved (UTC): 2026-09-02T15:35:58Z
Extract        : upstream lines 11902-13191 (1-based, inclusive), CRLF -> LF normalised, unchanged otherwise
Upstream export header: 'LXCat, www.lxcat.net' / 'Generated on 21 May 2023. All rights reserved.'
Reference (LXCat recommended format): Biagi-v7.1 database, www.lxcat.net, retrieved on May 21, 2023.
LXCat data are redistributed with attribution as required by www.lxcat.net ('Redistribution of data').

xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
DATABASE:         Biagi-v7.1 (Magboltz version 7.1)
PERMLINK:         www.lxcat.net/Biagi-v7.1
DESCRIPTION:      For the moment, this data base contains cross sections for the rare gases.  The excitation cross
                  sections are grouped into a few effective excitation levels.  For more detailed cross sections with
                  multiple levels, see Biagi 8.9.  
                  
                  These cross sections were compiled for use in a Monte Carlo (or multi-term Boltzmann) code.  
                  For history and detailed notes, see http://consult.cern.ch/writeup/magboltz/
CONTACT:          COPYRIGHT 2004   STEPHEN FRANCIS BIAGI
HOW TO REFERENCE: Cross sections extracted from 
                  PROGRAM MAGBOLTZ, VERSION 7.1 JUNE 2004
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

************************************************************************************************************************


********************************************************** Xe **********************************************************

ELASTIC
Xe
 4.200000e-6
SPECIES: e / Xe
PROCESS: E + Xe -> E + Xe, Elastic
PARAM.:  m/M = 0.0000042, complete set
COMMENT: Elastic Momentum Transfer. Improved resolution at low energy, Oct 2011.
UPDATED: 2013-04-19 07:59:59
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 0.000000e+0	1.220000e-18
 1.000000e-4	1.220000e-18
 1.000000e-3	1.150000e-18
 5.000000e-3	9.700000e-19
 7.000000e-3	9.110000e-19
 1.000000e-2	8.390000e-19
 2.000000e-2	6.730000e-19
 3.000000e-2	5.610000e-19
 3.514000e-2	5.143070e-19
 7.152000e-2	3.119150e-19
 1.091700e-1	2.026200e-19
 1.481500e-1	1.360930e-19
 1.885000e-1	9.269560e-20
 2.302700e-1	6.291420e-20
 2.735000e-1	4.327490e-20
 3.182600e-1	2.922920e-20
 3.645800e-1	1.949420e-20
 4.125400e-1	1.279860e-20
 4.621800e-1	8.277060e-21
 5.135600e-1	5.318070e-21
 5.667500e-1	3.555770e-21
 6.218100e-1	2.748970e-21
 7.378000e-1	3.959240e-21
 7.988700e-1	5.586910e-21
 8.620900e-1	7.517850e-21
 9.275200e-1	9.751120e-21
 9.952600e-1	1.239780e-20
 1.065380e+0	1.549480e-20
 1.137960e+0	1.909240e-20
 1.213090e+0	2.323290e-20
 1.290870e+0	2.791280e-20
 1.371370e+0	3.311990e-20
 1.454710e+0	3.888300e-20
 1.540970e+0	4.507280e-20
 1.630270e+0	5.172510e-20
 1.722700e+0	5.886420e-20
 1.818380e+0	6.569230e-20
 1.917430e+0	7.316110e-20
 2.019950e+0	8.110350e-20
 2.126080e+0	8.874580e-20
 2.235940e+0	9.696730e-20
 2.349650e+0	1.058070e-19
 2.467370e+0	1.153050e-19
 2.589220e+0	1.248140e-19
 2.715350e+0	1.346910e-19
 2.845920e+0	1.452090e-19
 2.981070e+0	1.564070e-19
 3.120980e+0	1.687010e-19
 3.265800e+0	1.818740e-19
 3.415700e+0	1.959200e-19
 3.570880e+0	2.095590e-19
 3.731510e+0	2.222950e-19
 3.897790e+0	2.356760e-19
 4.069910e+0	2.489900e-19
 4.248070e+0	2.617720e-19
 4.432500e+0	2.750990e-19
 4.623410e+0	2.866980e-19
 4.821030e+0	2.973770e-19
 5.025600e+0	3.074230e-19
 5.237350e+0	3.108670e-19
 5.456540e+0	3.143260e-19
 5.683440e+0	3.179930e-19
 5.918310e+0	3.217260e-19
 6.413100e+0	3.171660e-19
 6.673610e+0	3.138530e-19
 6.943280e+0	3.106530e-19
 7.222430e+0	3.014210e-19
 7.511380e+0	2.909970e-19
 7.810490e+0	2.809790e-19
